did,handle,avatar,description,display_name,created_at,indexed_at,followers_count,region
did:plc:mavrmggexccq2b23w4fv2p7f,dustinvoss.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:mavrmggexccq2b23w4fv2p7f/bafkreif4p6imuejuqcxhq3qr7ldqltl4z324tnbrsw2wpjfzkjxdeadqt4@jpeg,political economy of asset ownership & generational conflict | MPIfG Cologne | LSE,Dustin Voss,2023-09-29T15:22:49.710Z,2024-11-20T18:37:09.686Z,398,
did:plc:ablvqi5zcxdf42rh3kgox5a6,lukaslehner.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ablvqi5zcxdf42rh3kgox5a6/bafkreieco6wddbekfwqik2fsuqqjpayb6rvb6lp3femwz3elr4xrv3z42q@jpeg,"Assistant Prof @EdinburghUni | 
Econ & social policy:
labor, (un)employment, inequality |
http://supertracker.spi.ox.ac.uk |
https://lukaslehner.github.io/",Lukas Lehner,2023-09-23T23:19:47.736Z,2024-11-10T18:39:52.917Z,1747,
did:plc:bfg7fmyhbsdnz262xi26pkle,vapunkt.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:bfg7fmyhbsdnz262xi26pkle/bafkreihsmvj4p5m7xctwyyfmpe6bouegryetntbbwcrx7ss3lmaiyaqewu@jpeg,"Assistant Professor at the Department of Economic Sociology, University of Vienna • PhD in Sociology, University of Cambridge • Fields Economic Sociology & Political Economy • Research on institutional change, politics, discourse and climate change",Valentina Ausserladscheider,2023-10-06T12:15:20.034Z,2024-11-23T13:15:37.007Z,2870,
did:plc:m4apvjpyxgd6oanatk2i6hnm,ievahofmane.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:m4apvjpyxgd6oanatk2i6hnm/bafkreigij6j5ilcotx7ak2d3qc3ucyqy5pc2ynu5iayn7kncjbzjd2orc4@jpeg,"PhD Candidate @EUI_EU I Researching representation, political parties, and voting behavior #FirstGen",Ieva Hofmane,2023-10-05T11:45:10.527Z,2024-01-26T02:06:27.054Z,695,
did:plc:cc443rhji6iwu4lwx4w34aod,twoeffray.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cc443rhji6iwu4lwx4w34aod/bafkreihtj5wqjaehzfrlqz6usrgxxgrovfamljp75hw6rrqiyjupnlz2lq@jpeg,PhD Candidate in Political Science at University of Bern | Migration and asylum politics in the European context │ #ViewsMyOwn,Théoda Woeffray,2023-09-25T07:35:16.864Z,2024-01-26T01:46:09.288Z,267,
did:plc:sftdp5bqdzvmht77znkvoye5,maxbradley.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:sftdp5bqdzvmht77znkvoye5/bafkreiami5uruitbyp3aexra4au5kpkawusqgzqp26xkks24wicaxyr3oi@jpeg,PhD Researcher at the EUI. Working on how the political economy of climate change and decarbonization shapes political behaviour,Max Bradley,2023-10-06T10:12:10.171Z,2024-11-23T09:18:55.308Z,303,
did:plc:lpkxtqgoy73iqg2gtpohfcrd,philippasigl.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:lpkxtqgoy73iqg2gtpohfcrd/bafkreidot4j5uehlv5dspjov6uyvpinlovx5edvxwfpzxcut6t3d7ldmqi@jpeg,Co-founder & Director @dezernatzukunft.bsky.social | SPD-Direktkandidatin München-Nord für die BTW 2025 | 💌: office@dezernatzukunft.org |Personal views,Philippa Sigl-Glöckner,2023-10-04T21:55:49.389Z,2024-09-29T13:14:32.744Z,3254,
did:plc:dvugge66tpv4u3hg7zxyvsgc,jonathanhopkin.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:dvugge66tpv4u3hg7zxyvsgc/bafkreihxew4ymnrc74apedfrtcep44l77aki2szuja7hxlg7zjr5hy347q@jpeg,"Political economy of Europe, LSE. Parties, inequality, Southern Europe. Author of Anti-System Politics (OUP). Also random thoughts on football, cycling, the weather",Jonathan Hopkin,2023-09-20T09:12:07.978Z,2024-11-11T07:32:49.812Z,4027,
did:plc:jzjfkpoycoqm2yx7w4djb4wy,dahm.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:jzjfkpoycoqm2yx7w4djb4wy/bafkreicgri2n53p5l7mib3nudzarjwlbpacmu3xs5dke4dnam2y5tngtsy@jpeg,"Journalistin bei Agrifood.Table
📧 julia.dahm@table.media",Julia Dahm,2023-10-04T20:19:40.413Z,2024-11-28T15:54:50.509Z,802,
did:plc:ptsiuz5oupqmbgfdlzsz2jad,miriamjanderson.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ptsiuz5oupqmbgfdlzsz2jad/bafkreid5rg67gm2uwloanlobgalvgury7ml72eovpejsskhzihkellamra@jpeg,"Associate Prof of IR | Toronto Metropolitan University | Visiting Fellow, Centre for Women, Peace, Security, LSE | Editorial Board, WPS Series, de Gruyter press | Books - Windows of Opportunity (OUP 2016) Trnsn’l Actors in War&Peace (GUP 2017)",Miriam Anderson,2023-10-03T13:51:26.989Z,2024-11-22T08:20:25.115Z,3731,
did:plc:fnabrzmcocv7nxsni2mckncr,markuskollberg.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:fnabrzmcocv7nxsni2mckncr/bafkreiaufsdwivkouik747acucgmtsolox3lukcq5n2zapr66ttxofwiu4@jpeg,Political Science & Journalism | Political Behaviour & Party Politics | London & Berlin,Markus Kollberg,2023-09-21T07:02:08.387Z,2024-01-26T01:40:19.115Z,1691,
did:plc:yjiupj4qwvkevorwlkejpww7,davidbokhorst.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:yjiupj4qwvkevorwlkejpww7/bafkreigpfpddhknxeflfj4nrxifh7cigde4c5dvncbfpwsrmi7y2oovmrq@jpeg,"Research Fellow @EUI_SPS  
EU integration, welfare state reforms, political economy 
",David Bokhorst,2023-09-23T11:25:42.178Z,2024-01-26T01:44:04.428Z,565,
did:plc:ihnag2d2xxi3nujp6wc5qf76,irenegermani.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ihnag2d2xxi3nujp6wc5qf76/bafkreif5akrmn2727tmxi6g5xsy5wejp7xkteuwzfivid4zhbhtxzh6vvu@jpeg,PhD student at @Kingspol_econ | ex @ecb |🇮🇹🇬🇧🇪🇺,Irene Germani,2023-10-03T10:49:30.341Z,2024-01-26T02:03:34.872Z,139,
did:plc:2nbql5mvm4r5q3iockdlz7gk,egrossman.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:2nbql5mvm4r5q3iockdlz7gk/bafkreif5yqincwxdjbnqdghrrof3jhfe5oqrilosaxzhipbso7cww7b6j4@jpeg,"Political Scientist. Sciences Po, CDSP, CEE, EJPR. Paris, Buenos Aires, Schwelm. Agendas, Parties, Media.",Emiliano Grossman,2023-09-21T16:43:59.577Z,2024-11-29T11:09:05.107Z,1602,
did:plc:oqyzcgqfroieeu4axcumbitm,annreinl.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:oqyzcgqfroieeu4axcumbitm/bafkreiaznvfq7yq2oa3txos6t6rlexhgf5v6qvjvtqedawysqrbqsy4yqe@jpeg,"Max Weber Fellow @EUI_MWProgramme @EUI_Schuman | EU solidarity, EP Elections & political attitudes | Interested in feminist literature #FirstGen",Ann-Kathrin Reinl,2023-10-04T04:27:06.884Z,2024-01-26T02:04:49.810Z,1614,
did:plc:hl7any264hqkzvwf7ueluyvx,proufos.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:hl7any264hqkzvwf7ueluyvx/bafkreieg4wksxxnun2sk7p3webrfx2pbbvaof7bmos7z7hscewtt3pdmla@jpeg,Dr.rer.pol | Political Economy | Ordo-Neoliberalism | Central Banks | Constitutional Law | European Integration | Author of: “A Happy Future is a Thing of the Past” https://t.co/b2V9WrgpFT | Berlin.,Pavlos Roufos,2023-07-03T10:33:28.063Z,2024-11-23T14:56:17.209Z,3631,
did:plc:h5pnk2pqz5yfcv653eyjlfjm,drscottjames.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:h5pnk2pqz5yfcv653eyjlfjm/bafkreib5xkavrodhhtkwlisup5fdsrw3sx2lv7ive3mjisficcrqs6qxia@jpeg,"Reader in Political Economy, King’s College London
www.kcl.ac.uk/people/dr-scott-james
Finance, power, ideas
BANK POLITICS (OUP, 2023)
https://global.oup.com/academic/product/bank-politics-9780192898609?cc=gb&lang=en&",Dr Scott James,2023-10-04T09:59:07.674Z,2024-01-26T02:05:04.681Z,826,
did:plc:z7swinxhbxcypmno2vecqzax,simonbaudraz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:z7swinxhbxcypmno2vecqzax/bafkreifj5dcbdzootsquvblcnw6s2qr2p2v7xme6mddu5c5tz3cxpdnwzq@jpeg,PhD candidate @University of Geneva and visiting researcher @UC Berkeley | Political Economy | Central banking | Climate crisis,Simon Baudraz,2023-10-02T17:02:28.083Z,2024-01-26T02:02:23.582Z,95,
did:plc:ldcfv2vwjncnqlgk263fhr6v,apsmolenska.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ldcfv2vwjncnqlgk263fhr6v/bafkreiapcodbmmdk6kmn5fg5vx76bb43p4pxdpzdfs76fvqypkdopu6zea@jpeg,"#ESG #FinReg #transition #euro | Senior Policy Fellow @CETEx_LSE | Assistant Prof @PAN_akademia | law for sustainable, inclusive & resilient economies",agnieszka smoleńska,2023-10-04T16:29:45.472Z,2024-11-14T16:34:46.770Z,92,
did:plc:2chp4xzgqsb4yd7acsbzf7we,alfredoperez.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:2chp4xzgqsb4yd7acsbzf7we/bafkreiad7hf5agf7dmorpysi26s4o5q2aa4ul2z5civsrytlp7chmg6pca@jpeg,,Alfredo Perez,2023-07-26T15:03:04.399Z,2024-02-24T16:11:52.281Z,310,
did:plc:nk332ynx52k3fnblujcilgpt,sakarisuoninen.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:nk332ynx52k3fnblujcilgpt/bafkreifwop6eztas7lzf2pd2lzle62luvd5yvacssjuzjw3qvjc6jlqgru@jpeg,"Digital communications at the European Central Bank. Just me talking, not the ECB. ❤️Eintracht ",Sakari Suoninen,2023-10-04T09:38:40.245Z,2024-01-26T02:05:02.173Z,87,
did:plc:i2pnpbh3ohdbfkn33p7i33u3,julianvierlinger.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:i2pnpbh3ohdbfkn33p7i33u3/bafkreia7aqbprldencvgkzsu5yooyurmnvlfzikf56adoeqo4spiqt73ny@jpeg,"VIE born Political Scientist with heart in MENA. Alum & Lecturer SciencesPo, Alum AUB Lebanon, PhD candidate at European University Institute. Volunteer EMT 🚑 at Croce Rossa Italiana. 

personal website: www.julianvierlinger.eu
",Julian Vierlinger,2023-10-04T07:50:51.768Z,2024-01-26T02:04:56.129Z,98,
did:plc:2kpfzo6gqmhng73ipn3yylmd,lennartschuermann.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:2kpfzo6gqmhng73ipn3yylmd/bafkreidu4rfnbhelx5fv2dzxsbzbqbe23b4uqjxr63ypdqj4s37edhwtru@jpeg,"PostDoc @WZB Berlin Social Science Center

Protest | political participation | representation | European politics | computational social science.

Prev. Uni of Cologne & Goethe Uni Frankfurt
Visiting Harvard Spring'25

More:
schuermannl.github.io",Lennart Schürmann,2023-09-26T15:51:43.493Z,2024-11-28T20:09:55.108Z,884,
did:plc:qncmtszvmchqncrjl637b6cy,ingorohlfing.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:qncmtszvmchqncrjl637b6cy/bafkreihdikkkvcnpmpn4zgsoemctt75rr27nmzmcwnc5iwfufbugk2tu7e@jpeg,"I am here for all interesting and funny posts on the social sciences, broadly understood and including open science and meta science, academia, teaching and research. https://linktr.ee/ingorohlfing",Ingo Rohlfing,2023-09-20T12:57:34.044Z,2024-03-01T20:41:23.107Z,3708,
did:plc:5uc5lbmaobermjgupol2xn52,mkemmerling.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5uc5lbmaobermjgupol2xn52/bafkreidkqoqovtthyizgrwmqmgffegvulycuyvk6tiuwxtcbxqyxql4e74@jpeg,"Postdoctoral researcher @ Cologne Center for Comparative Politics | Political Economy | Digital Capitalism | Business Power | Text-as-data | Previously @mpifg.bsky.social

he/him",Michael Kemmerling,2023-09-26T23:58:15.532Z,2024-11-28T15:00:41.808Z,336,
did:plc:i7ptkcbxa3tdwxahtndfm5mz,jeffreymziegler.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:i7ptkcbxa3tdwxahtndfm5mz/bafkreie2dqxmb2wustbdcb3kjlz4s52ok5suelybuvikdnehqpiyxv34ta@jpeg,"Assistant Professor in Political Science & Data Science, and Director of the Applied Social Data Science (ASDS) Programme at Trinity College Dublin. 

Former Post-Doc at QTM Emory, WUSTL PhD. UW-Madison alum & native. 

www.jeffreyziegler.org",Jeff Ziegler,2023-07-25T10:46:42.936Z,2024-11-18T16:00:41.481Z,903,
did:plc:ict5volt3oqdcbd3rbwq2uv6,lucasschramm91.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ict5volt3oqdcbd3rbwq2uv6/bafkreieavma6hf2iegpqanc3zwunilbwhmqavgbeqsrormrt24cytlahfi@jpeg,"Political scientist interested in European integration and EU politics. Postdoc at LMU, Ph.D. from EUI, M.A. from College of Europe",Lucas Schramm,2023-10-01T08:25:49.687Z,2024-01-26T02:00:12.276Z,841,
did:plc:jk5pqu6hykhhrkx7bqwsvpn5,kovarek.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:jk5pqu6hykhhrkx7bqwsvpn5/bafkreidxx4etufoj3bivpq3flmmdl5jgy6ivynh32ebhu57bcyf5gbgm2a@jpeg,"postdoc at EUI, PhD from CEU ■ political behavior, localness, representation, distributive politics ■ amateur clarinetist on the side ",Daniel Kovarek,2023-09-25T09:05:18.230Z,2024-11-24T01:02:36.007Z,503,
did:plc:4rrcn33rf46lynasem5ypzxl,clint0475.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4rrcn33rf46lynasem5ypzxl/bafkreia5zpubfr2cyjgqo6ekfq7ehbogba2b4xvw5uiuakov63llivhg4u@jpeg,Political Science PhD student // University of Basel // Party Leaders // part of the TaDa Reading Group,Clint Claessen,2023-09-28T11:41:39.756Z,2024-11-17T08:31:35.260Z,665,
did:plc:m7kclmza3zishdextlypvs2o,siennanordquist.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:m7kclmza3zishdextlypvs2o/bafkreig57uvxmwxtrkjk6buhvnfruhxhh5lukefwc7ricls3sa47e7nbem@jpeg,"Geo-political scientist 🌎 Visiting Researcher at WZB 🔬PhD Candidate at Bocconi 📚Posts about 🇩🇪🇮🇹🇫🇷🇬🇧🇺🇸🗳️💡🍨🌅🌄
siennanordquist.com",Sienna Nordquist,2023-09-20T12:13:00.537Z,2024-11-13T20:39:34.212Z,746,
did:plc:4o7pvstu4k2ylja2yebgexcj,finhstamsterdam.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4o7pvstu4k2ylja2yebgexcj/bafkreifsejiythvsbgjyyv4up5xidrxryvuaecbrfkng5w3ykzo3jd374a@jpeg,"Payments & digital money regulation/compliance expert: institutions matter. 
https://hrif.eu  en https://mastodon.social/@finhstamsterdam 

#humanrights #jazz #history #money",Simon Lelieveldt,2023-10-03T09:36:25.642Z,2024-11-23T00:43:25.008Z,176,
did:plc:g53wjswswpxhswrixmkgahzw,thmskrr.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:g53wjswswpxhswrixmkgahzw/bafkreidev2opfodx4xxb7j6g2dotv6lo3vrfing5kalxf6dkyi7qx7xhh4@jpeg,"political science university of zurich | urpp equality of opportunity | inequality cluster konstanz | occupational change, social hierarchies, political behavior",Thomas Kurer,2023-09-22T07:32:57.901Z,2024-01-26T01:42:24.467Z,1236,
did:plc:p4wpyi3opc5v5rlf5njbiqbb,urquijo.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:p4wpyi3opc5v5rlf5njbiqbb/bafkreigd6t5wx7zlpkmmpxwm7hyxvaetyxv3mnlrigzzql25vd34h3lf4i@jpeg,"PhD at EUI, visiting LSE & Stanford 2024/25, studying institutional discrimination in 🇿🇦 & 🇺🇸",Daniel Urquijo,2023-10-03T05:49:37.372Z,2024-11-19T19:35:06.200Z,468,
did:plc:jsz7ueif4qrtdqgbhcb4ntck,moritzneubert.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:jsz7ueif4qrtdqgbhcb4ntck/bafkreifyopy23foeme3g4vxzubcdkbdjt6bsfm3yunueofl7hhp5ezqcfq@jpeg,PhD Student in PoliSci at the University of Mannheim // RT or Like ≠ Endorsement,Moritz Neubert,2023-10-02T14:57:48.638Z,2024-01-26T02:02:12.021Z,88,
did:plc:vurasclpcyowpzg6fmfmemcs,environmentalpol.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:vurasclpcyowpzg6fmfmemcs/bafkreidheubvem3n3yas3geyftykcy5avmdtrxbc3kmfb6kp7kspnb7l6y@jpeg,"Account for journal Environmental Politics. 
Sharing our publications, website guest posts, and anything else of interest to the environmental politics community.",Environmental Politics,2023-08-21T09:33:15.674Z,2024-02-05T14:48:53.849Z,3835,
did:plc:xensny5c7uxz7lacrv5d6q3k,mkleine.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xensny5c7uxz7lacrv5d6q3k/bafkreibw6kqbrcmg33mxxszrq6d5e5ez3hpqft4nm2i4x3afolnf6cvy7q@jpeg,Prof for EU studies and international politics at the London School of Economics. ,Mareike Kleine,2023-08-28T08:41:22.854Z,2024-01-26T00:42:35.683Z,3006,
did:plc:bbzukjjyfcnwxfoghfvuuiq4,maaikeverbruggen.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:bbzukjjyfcnwxfoghfvuuiq4/bafkreigw7p7t56xkc4mh2t3usjq37cu5mkxaj3p4b4pehgcetndhtiiori@jpeg,"PhD Researcher at CSDS, BSOG, VUB. 

Nederbelg in Brussel 

☞ History & the Future║Emerging Technologies║Arms Control║Military Innovation║Environment║Bikes and Trains║Europe

on long term sick leave, so don't expect anything

NL/EN",Maaike Verbruggen,2023-06-25T19:54:15.371Z,2024-05-26T06:10:49.388Z,12485,
did:plc:le2t4bhwz3h6t2gwzvdzp3oz,bjoernbremer.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:le2t4bhwz3h6t2gwzvdzp3oz/bafkreih4cnfofkftx4ood5fqbzbd6ezg6hnoc2zpjpfhtg5uwjmw3rvgby@jpeg,"Political economist @CEU and CES Harvard University | the politics of macroeconomic policies, economic crises & party politics | cycling enthusiast and wannabe sports commentator | www.bjoern-bremer.com",Björn Bremer,2023-09-21T10:45:36.064Z,2024-11-24T00:46:58.810Z,2127,
did:plc:xgjz46brbcs7yf54anhb5tqy,julianlimberg.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xgjz46brbcs7yf54anhb5tqy/bafkreibb3ofzzlxma3ovmaylrst2bqt2f7dsydu3u2x5yysg2cgbxlqkli@jpeg,"Political economist at King's College London. Working on taxation, inequality, and climate policy. He/him. ",Julian Limberg,2023-10-02T21:15:52.481Z,2024-09-19T08:18:58.540Z,974,
did:plc:eu2bqxtipkarawplxgc6sdwc,ranft.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:eu2bqxtipkarawplxgc6sdwc/bafkreif5ignohk26zflz6znulqyvepcuutt67chzib7nlx6ncong55fv3y@jpeg,"Verkehrswende, Entrepreneurship, Antifascist, Alumn #LSESociology",Ranft,2023-10-01T19:00:43.102Z,2024-01-26T02:00:51.654Z,30,
did:plc:xqpbmp3eluw657gw77qiezui,lucacigna.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xqpbmp3eluw657gw77qiezui/bafkreifmsgongactyvgenrrprkh7rpzblb6tfqqpgf2ed5hmghhhidwbzu@jpeg,"Postdoc LUISS, PhD EUI | Trade unions | Welfare states ✏️  Politics, Ideas and Praxis ",Luca Cigna,2023-09-24T05:35:46.372Z,2024-11-27T11:24:31.309Z,480,
did:plc:fxvqc7l5rh4m5gowg7nqjghy,programmerhumor.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:fxvqc7l5rh4m5gowg7nqjghy/bafkreien3457bbhfdupotwfdqeus4hqmqico7l5lboih227ernxwznec5y@jpeg,For anything funny related to programming and software development.,Fulltime HTML Programmer,2023-09-28T18:46:30.862Z,2024-01-26T01:56:17.213Z,11039,
did:plc:l2gavr3voi7y7hl3tejb4qoy,timgill924.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:l2gavr3voi7y7hl3tejb4qoy/bafkreie34aa356qld2iaoup3pal345bdkulpo6tifuedsrojuqxcqot34q@jpeg,"Associate Professor of Sociology
Wrestling Coach",Tim Gill,2023-07-05T16:54:41.175Z,2024-11-26T06:23:13.909Z,2887,
did:plc:sjvlqe6q3kctch3lnwkmnlvb,retobuergisser.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:sjvlqe6q3kctch3lnwkmnlvb/bafkreibl4zm5wukce36ew45hqk47c5fiigelxqil463ep4sniqhfw2ayvi@jpeg,Postdoc @ IPZ University of Zurich丨PhD @ EUI丨Political Economy and Comparative Politics | www.retobuergisser.com,Reto Bürgisser,2023-09-27T15:24:12.980Z,2024-01-26T01:55:13.948Z,1102,
did:plc:phxg3oh7c6swhi4mwdx4wdsa,davidmccarthy.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:phxg3oh7c6swhi4mwdx4wdsa/bafkreifavx3fkm5yzdhd3spfppet5ovq7egoslbzjlqa3dgsetyakvz6am@jpeg,"🇮🇪🇧🇪 Econ PhD Candidate at EUI. Currently DGR  @ecb. Macro with Heterogeneity, Inequality, IO &  Productivity dynamics. Prev. 
@ugent & @UCLouvain_be",David McCarthy,2023-09-26T23:22:06.252Z,2024-11-19T13:02:32.338Z,1088,
did:plc:vvoa24wlv6wz2zt37yxp4jjw,mariusghincea.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:vvoa24wlv6wz2zt37yxp4jjw/bafkreihnlktt7s3wnl3xb7rwodcqcpxhklqhobkbhpegwppcmlamweh2ga@jpeg,"Political scientist. International Relations & European Studies 

Postdoc ETH Zurich | Visiting Fellow EUI, Robert Schuman Centre | Ph.D. EUI",Marius Ghincea,2023-09-24T11:44:06.329Z,2024-11-17T11:48:07.766Z,91,
did:plc:czlci5nibypywk36g5z6pt22,danisandu.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:czlci5nibypywk36g5z6pt22/bafkreihb53qthtxmeukm7cmcyjufgha4m2wuxc7lcdflmx6zewmsiwozfq@jpeg,"Politics PhD@EUI_EU, studying how social identity affects our political decisions. 

First gen PhD, working to iron out the kinks, clean up the code, proofread the manuscripts, though I still feel like an impostor.",Dani Sandu,2023-09-21T11:41:30.019Z,2024-01-26T01:40:39.805Z,558,
did:plc:vhfhcwocuz647k243mw4e3ga,eavigano.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:vhfhcwocuz647k243mw4e3ga/bafkreibhbeqgvadx34oxvx4twnvcw3y4kox7hkx42gqi467gtaist25dte@jpeg,"Postdoc in political science at Witten/Herdecke University  | Previously at Aarhus and Milan | Interested in representation, political parties, and electoral systems

http://eavigano.github.io/",Edoardo Viganò ,2023-09-22T11:53:58.672Z,2024-03-15T10:25:25.849Z,330,
did:plc:noe7eotc45fsv45ie2lug4vr,raffaelemstr.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:noe7eotc45fsv45ie2lug4vr/bafkreiereo6anxhfjv5hlw7dgff5naob7euyi4b2bjpq6cwf4tvhdfoose@jpeg,"PhD researcher @ EUI | IR, political parties, far-right and security, IOs.",Raffaele Mastrorocco,2023-10-02T14:02:30.647Z,2024-11-23T10:09:49.208Z,1466,
did:plc:iaananud44o5b46lmttjvkld,janosallamm.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:iaananud44o5b46lmttjvkld/bafkreif6s5ym5nsmhyvg42cvnnundln3vzsuput3mkvxhg6psm6sxfruhy@jpeg,"Brussels-based EU economic policy journalist. Ab und zu ein Bericht mit Schweiz-Bezug im Hauptstadt-Bericht.

Formerly: Economy editor @ EURACTIV. ",János Allenbach-Ammann,2023-10-02T14:25:29.966Z,2024-01-26T02:02:07.176Z,706,
did:plc:yatbrk65hefpwudxrursvw3d,maxhsr.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:yatbrk65hefpwudxrursvw3d/bafkreia2c3uejdxvqy26w6e7mvzjlnpha7vtdzydqzutc4jjnfijl7c57q@jpeg,berlin | political economy and its discontents,max,2023-09-19T13:06:12.563Z,2024-11-18T18:26:18.281Z,568,
did:plc:7ai63soifkldd7xyk4ta45u2,nicklewis.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:7ai63soifkldd7xyk4ta45u2/bafkreiepxit7sq2ypkqg3jsn6ssnyh5uwfixadrr5nsiqoi4ifhny6mlka@jpeg,"PhD candidate at LSE, interested in politics and social media. Long-suffering Hibs fan, bicycle racer, and 🏴󠁧󠁢󠁳󠁣󠁴󠁿 in London.",Nick Lewis,2023-09-20T10:22:34.380Z,2024-01-26T01:37:58.236Z,177,
did:plc:wpnsec36iy3bcxnhe4iutc5q,sethkjolly.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:wpnsec36iy3bcxnhe4iutc5q/bafkreid4ndarmobidjb76mm4a32avn7ja6ckpcqwq3acgydjfc6h4cem2y@jpeg,political scientist @SUpolisci with a book on European regionalist parties (sethkjolly.com) & co-PI of http://chesdata.eu,Seth Jolly,2023-06-21T03:06:37.895Z,2024-11-16T14:24:25.204Z,1154,
did:plc:fngmrx3kl4z4egoj7hnddqja,filipkostelka.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:fngmrx3kl4z4egoj7hnddqja/bafkreibsrrwcoqvqkghpfrlwbu7gw4ihy7rn6ghad4bv35wdhiud7zbldm@jpeg,"Chair in Political & Social Change at the EUI. Polit. behaviour, parties, democratisation, Central and Eastern Europe. On leave from the University of Essex. ",Filip Kostelka,2023-09-26T13:21:00.164Z,2024-01-26T01:47:35.250Z,1425,
did:plc:gnwghlctz3y3lintyteacuc2,mauritsmeijers.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:gnwghlctz3y3lintyteacuc2/bafkreiatoigwdf4nkclrfpxtxt4wzbpq4ky4vhbneakz4f5vwvcazkbpc4@jpeg,"Associate Professor of Political Representation at Radboud Universiteit, Nijmegen, 🇳🇱 || ERC Starting Grant holder DEMO-LIES: Deception in Democracy: Political Disinformation Claims and Their Effects on Democratic Citizenship"" || he/him ||  🏡: 🇩🇪 🏫:🇳🇱 👨‍👩‍👧‍👦:🇳🇱🇩🇪🇧🇪",Maurits Meijers,2023-09-25T06:17:21.366Z,2024-11-23T13:50:14.108Z,3374,
did:plc:xkcbic7ftfmpcqjkyn7t3bks,inesromaoduarte.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xkcbic7ftfmpcqjkyn7t3bks/bafkreiavatgk73ytodpxhekbz4tbyp4kdhy7oypiko52mveii2xq2bekie@jpeg,"PhD Candidate in Political Science at EUI | Institutional Quality, Democratic Erosion, Political Economy | I'm also a full-time mum",Inês Romão Duarte ,2023-09-20T14:07:16.844Z,2024-11-17T22:20:38.911Z,436,
